P1,1     0      5
P2,1     5      8
P3,1     8      18
P2,2     18      21
P3,2     21      31
P4,1     31      34
P5,1     34      44
P6,1     44      47
P7,1     47      57
P8,1     57      60
P9,1     60      70
P10,1     70      73
P11,1     73      76
P2,3     76      79
P3,2     79      89
P12,1     89      92
P13,1     92      95
P14,1     95      98
P15,1     98      101
P16,1     101      104
P17,1     104      107
P4,2     107      110
P5,1     110      120
P18,1     120      123
P6,2     123      126
P7,1     126      136
P8,2     136      139
P9,1     139      149
P10,2     149      152
P11,2     152      155
P3,2     155      165
P12,2     165      168
P13,2     168      171
P14,2     171      174
P15,2     174      177
P16,2     177      180
P17,2     180      183
P4,3     183      186
P5,1     186      196
P18,2     196      199
P6,3     199      202
P7,1     202      212
P8,3     212      215
P9,1     215      220
P10,3     220      223
P11,3     223      226
P3,2     226      236
P12,3     236      239
P13,3     239      242
P14,3     242      245
P15,3     245      248
P16,3     248      251
P17,3     251      254
P5,1     254      264
P18,3     264      267
P7,1     267      277
P9,2     277      287
P3,2     287      297
P5,1     297      307
P7,1     307      317
P3,2     317      327
P5,1     327      337
P7,1     337      347
P3,3     347      357
P5,1     357      367
P7,1     367      377
P3,3     377      387
P5,2     387      397
P7,1     397      407
P3,3     407      417
P5,2     417      427
P7,2     427      437
P3,4     437      447
P5,2     447      457
P7,2     457      467
P3,4     467      477
P5,2     477      487
P7,2     487      497
P3,4     497      507
P5,2     507      517
P7,2     517      527
P3,4     527      537
P5,2     537      547
P7,2     547      557
P3,4     557      567
P5,2     567      577
P7,2     577      587
P3,4     587      597
P5,3     597      607
P7,2     607      617
P3,4     617      627
P5,3     627      637
P7,2     637      647
P3,5     647      657
P5,3     657      667
P7,3     667      677
P3,6     677      687
P5,3     687      697
P7,3     697      707
P5,4     707      717
P7,3     717      727
P5,4     727      737
P7,3     737      747
P5,4     747      757
P7,3     757      767
P5,4     767      777
P7,4     777      787
P5,4     787      797
P7,4     797      807
P5,4     807      817
P7,4     817      827
P5,4     827      837
P7,4     837      847
P5,5     847      857
P7,4     857      867
P5,5     867      877
P7,4     877      887
P5,6     887      897
P7,4     897      907
P7,5     909      919
P7,5     919      929
P7,5     929      939
P7,5     939      949
P7,6     951      961
