IDLE   0
IDLE   1
P2,1   2
P2,1   3
P2,1   4
P3,1   5
P3,1   6
P3,1   7
P3,1   8
P3,1   9
P3,1   10
P3,1   11
P3,1   12
P3,1   13
P3,1   14
P5,1   15
P1,2   16
P1,2   17
P1,2   18
P1,2   19
P5,1   20
P3,2   21
P3,2   22
P3,2   23
P3,2   24
P3,2   25
P3,2   26
P3,2   27
P3,2   28
P3,2   29
P3,2   30
P3,2   31
P3,2   32
P3,2   33
P7,1   34
P5,2   35
P8,1   36
P8,1   37
P8,1   38
P8,1   39
P11,1   40
P11,1   41
P5,3   42
P5,3   43
P5,3   44
P9,1   45
P11,2   46
P9,1   47
P9,1   48
P9,1   49
P9,1   50
P9,1   51
P9,1   52
P7,1   53
P7,1   54
P7,1   55
P7,1   56
P7,1   57
P7,1   58
P3,3   59
P7,1   60
P7,1   61
P7,1   62
P7,1   63
P7,1   64
P3,3   65
P5,7   66
P3,3   67
P3,3   68
P3,3   69
P3,3   70
P7,2   71
P3,3   72
P3,3   73
P3,3   74
P3,3   75
P3,3   76
P7,2   77
P5,9   78
P5,9   79
P7,2   80
P7,2   81
P7,2   82
P3,4   83
P7,2   84
P7,2   85
P7,2   86
P7,2   87
P7,2   88
P3,4   89
P5,11   90
P5,11   91
P5,11   92
P3,4   93
P3,4   94
P7,3   95
P3,4   96
P3,4   97
P3,4   98
P3,4   99
P3,4   100
P7,3   101
P5,13   102
P3,4   103
P3,4   104
P5,13   105
P7,3   106
P7,3   107
P7,3   108
P3,5   109
P7,3   110
P7,3   111
P7,3   112
P7,3   113
P7,3   114
P3,5   115
P5,15   116
P5,15   117
P5,15   118
P3,5   119
P3,5   120
P7,4   121
P3,5   122
P3,5   123
P3,5   124
P3,5   125
P3,5   126
P7,4   127
P5,17   128
P5,17   129
P5,17   130
P5,17   131
P7,4   132
P3,6   133
P7,4   134
P7,4   135
P7,4   136
P7,4   137
P7,4   138
P3,6   139
P7,4   140
P7,4   141
P7,4   142
P7,4   143
P7,4   144
P1,3   145
P3,6   146
P3,6   147
P3,6   148
P3,6   149
P3,6   150
P1,3   151
P3,6   152
P3,6   153
P3,6   154
P3,6   155
P3,6   156
P1,3   157
P1,3   158
P1,3   159
P1,3   160
P1,3   161
P1,3   162
P3,7   163
P1,3   164
P1,3   165
P1,3   166
P1,3   167
P1,3   168
P3,7   169
P7,5   170
P3,7   171
P3,7   172
P3,7   173
P3,7   174
P3,7   175
P7,5   176
P7,5   177
P7,5   178
P7,5   179
P7,5   180
P7,5   181
P7,5   182
P1,5   183
P1,5   184
P1,5   185
P1,5   186
P1,5   187
P1,5   188
P1,5   189
P3,8   190
P3,8   191
P3,8   192
P3,8   193
P3,8   194
P3,8   195
P3,8   196
P3,8   197
P7,6   198
P3,8   199
P3,8   200
P3,8   201
P3,8   202
P3,8   203
P7,6   204
P1,7   205
P1,7   206
P1,7   207
P1,7   208
P1,7   209
P1,7   210
P1,7   211
P1,7   212
P1,7   213
P1,7   214
P1,7   215
P1,7   216
P1,7   217
P3,9   218
P3,9   219
P7,7   220
P3,9   221
P3,9   222
P3,9   223
P3,9   224
P3,9   225
P7,7   226
P7,7   227
P7,7   228
P7,7   229
P7,7   230
P7,7   231
P7,7   232
P1,9   233
P1,9   234
P1,9   235
P1,9   236
P1,9   237
P1,9   238
P1,9   239
P3,10   240
P3,10   241
P3,10   242
P3,10   243
P3,10   244
P3,10   245
P3,10   246
P3,10   247
P7,8   248
P3,10   249
P3,10   250
P3,10   251
P3,10   252
P3,10   253
P7,8   254
P1,11   255
P1,11   256
P1,11   257
P1,11   258
P1,11   259
P1,11   260
P1,11   261
P1,11   262
P1,11   263
P1,11   264
P1,11   265
P1,11   266
P1,11   267
P3,11   268
P3,11   269
P7,9   270
P3,11   271
P3,11   272
P3,11   273
P3,11   274
P3,11   275
P7,9   276
P7,9   277
P7,9   278
P7,9   279
P7,9   280
P7,9   281
P7,9   282
P1,13   283
P1,13   284
P1,13   285
P1,13   286
P1,13   287
P1,13   288
P1,13   289
P3,12   290
P3,12   291
P3,12   292
P3,12   293
P3,12   294
P3,12   295
P3,12   296
P3,12   297
P7,10   298
P3,12   299
P3,12   300
P3,12   301
P3,12   302
P3,12   303
P7,10   304
P1,15   305
P1,15   306
P1,15   307
P1,15   308
P1,15   309
P1,15   310
P1,15   311
P1,15   312
P1,15   313
P1,15   314
P1,15   315
P1,15   316
P1,15   317
P3,13   318
P3,13   319
P7,11   320
P3,13   321
P3,13   322
P3,13   323
P3,13   324
P3,13   325
P7,11   326
P3,13   327
P3,13   328
P3,13   329
P3,13   330
P3,13   331
P7,11   332
P1,18   333
P1,18   334
P1,18   335
P1,18   336
P1,18   337
P1,18   338
P1,18   339
P1,18   340
P1,18   341
P1,18   342
P1,18   343
P1,18   344
P3,14   345
P3,14   346
P3,14   347
P7,12   348
P3,14   349
P3,14   350
P3,14   351
P3,14   352
P3,14   353
P7,12   354
P1,20   355
P1,20   356
P1,20   357
P1,20   358
P1,20   359
P12,1   360
P12,1   361
P12,1   362
P12,1   363
P12,1   364
P12,1   365
P12,1   366
P12,1   367
P12,1   368
P12,1   369
P12,1   370
P12,1   371
P12,1   372
P3,15   373
P3,15   374
P7,13   375
P7,13   376
P7,13   377
P7,13   378
P7,13   379
P7,13   380
P7,13   381
P7,13   382
P7,13   383
P7,13   384
P7,13   385
P7,13   386
P7,13   387
P12,2   388
P12,2   389
P3,16   390
P3,16   391
P3,16   392
P3,16   393
P3,16   394
P3,16   395
P3,16   396
P3,16   397
P3,16   398
P3,16   399
P3,16   400
P3,16   401
P3,16   402
P7,14   403
P7,14   404
P12,3   405
P12,3   406
P12,3   407
P12,3   408
P12,3   409
P12,3   410
P12,3   411
P12,3   412
P12,3   413
P12,3   414
P12,3   415
P12,3   416
P12,3   417
P3,17   418
P3,17   419
P4,1   420
P12,4   421
P12,4   422
P12,4   423
P12,4   424
P12,4   425
P12,4   426
P12,4   427
P12,4   428
P12,4   429
P12,4   430
P12,4   431
P12,4   432
P4,1   433
P3,18   434
P3,18   435
P4,1   436
P12,5   437
P12,5   438
P12,5   439
P12,5   440
P12,5   441
P12,5   442
P12,5   443
P12,5   444
P12,5   445
P12,5   446
P12,5   447
P12,5   448
P4,1   449
P4,1   450
P4,1   451
P6,1   452
P4,1   453
P4,1   454
P4,1   455
P4,1   456
P4,1   457
P4,1   458
P4,1   459
P4,1   460
P4,1   461
P4,1   462
P4,1   463
P4,1   464
P4,1   465
P4,1   466
P4,1   467
P6,1   468
P4,1   469
P4,1   470
P4,1   471
